name,category,id,service_id,provider_id,gpu,detailsname,vcpu,memory,clock_speed_ghz,physical_processor_description,cpu_vendor,previous_generation,ebs_base_throughput,ebs_base_iops,ebs_burst_throughput,ebs_burst_iops,network_performance_description,network_upto,network_speed,network_speed_burst,network_devices,storage_ssd,storage_size,storage_devices,storage_readops,storage_writeops,nvme_ssd,trim_support,storage_includes_swap_partition,storage_needs_initialization,consider_instance,comment,price_unit,price_region,price,price_platform,price_lifecycle
m4.4xlarge,compute,aws-ec2-m4_4xlarge,aws-ec2,aws,0,M4 General Purpose Quadruple Extra Large,16,64,2.4,Intel Xeon E5-2676 v3 (Haswell),intel,FALSE,250,16000,250,16000,High,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.8,linux,on-demand
m4.10xlarge,compute,aws-ec2-m4_10xlarge,aws-ec2,aws,0,M4 General Purpose Deca Extra Large,40,160,2.4,Intel Xeon E5-2676 v3 (Haswell),intel,FALSE,500,32000,500,32000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2,linux,on-demand
m4.16xlarge,compute,aws-ec2-m4_16xlarge,aws-ec2,aws,0,M4 General Purpose 16xlarge,64,256,2.4,Intel Xeon E5-2686 v4 (Broadwell),intel,FALSE,1250,65000,1250,65000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.2,linux,on-demand
m5.large,compute,aws-ec2-m5_large,aws-ec2,aws,0,M5 General Purpose Large,2,8,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,81.25,3600,593.75,18750,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.096,linux,on-demand
m5.xlarge,compute,aws-ec2-m5_xlarge,aws-ec2,aws,0,M5 General Purpose Extra Large,4,16,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,143.75,6000,593.75,18750,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.192,linux,on-demand
m5.2xlarge,compute,aws-ec2-m5_2xlarge,aws-ec2,aws,0,M5 General Purpose Double Extra Large,8,32,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,287.5,12000,593.75,18750,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.384,linux,on-demand
m5.4xlarge,compute,aws-ec2-m5_4xlarge,aws-ec2,aws,0,M5 General Purpose Quadruple Extra Large,16,64,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,593.75,18750,593.75,18750,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.768,linux,on-demand
m5.8xlarge,compute,aws-ec2-m5_8xlarge,aws-ec2,aws,0,M5 General Purpose Eight Extra Large,32,128,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,850,30000,850,30000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.536,linux,on-demand
m5.12xlarge,compute,aws-ec2-m5_12xlarge,aws-ec2,aws,0,M5 General Purpose 12xlarge,48,192,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1187.5,40000,1187.5,40000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.304,linux,on-demand
m5.16xlarge,compute,aws-ec2-m5_16xlarge,aws-ec2,aws,0,M5 General Purpose 16xlarge,64,256,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1700,60000,1700,60000,20 Gigabit,false,20,20,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.072,linux,on-demand
m5.24xlarge,compute,aws-ec2-m5_24xlarge,aws-ec2,aws,0,M5 General Purpose 24xlarge,96,384,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,4.608,linux,on-demand
m5.metal,compute,aws-ec2-m5_metal,aws-ec2,aws,0,M5 General Purpose Metal,96,384,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,4.608,linux,on-demand
m5a.large,compute,aws-ec2-m5a_large,aws-ec2,aws,0,M5A Large,2,8,2.5,AMD EPYC 7571,amd,FALSE,81.25,3600,360,16000,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.086,linux,on-demand
m5a.xlarge,compute,aws-ec2-m5a_xlarge,aws-ec2,aws,0,M5A Extra Large,4,16,2.5,AMD EPYC 7571,amd,FALSE,135.63,6000,360,16000,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.172,linux,on-demand
m5a.2xlarge,compute,aws-ec2-m5a_2xlarge,aws-ec2,aws,0,M5A Double Extra Large,8,32,2.5,AMD EPYC 7571,amd,FALSE,197.5,8333,360,16000,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.344,linux,on-demand
m5a.4xlarge,compute,aws-ec2-m5a_4xlarge,aws-ec2,aws,0,M5A Quadruple Extra Large,16,64,2.5,AMD EPYC 7571,amd,FALSE,360,16000,360,16000,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.688,linux,on-demand
m5a.8xlarge,compute,aws-ec2-m5a_8xlarge,aws-ec2,aws,0,M5A Eight Extra Large,32,128,2.5,AMD EPYC 7571,amd,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,7.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,network speed guessed,hour,us-east-1,1.376,linux,on-demand
m5a.12xlarge,compute,aws-ec2-m5a_12xlarge,aws-ec2,aws,0,M5A 12xlarge,48,192,2.5,AMD EPYC 7571,amd,FALSE,847.5,30000,847.5,30000,10 Gigabit,false,10,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.064,linux,on-demand
m5a.16xlarge,compute,aws-ec2-m5a_16xlarge,aws-ec2,aws,0,M5A 16xlarge,64,256,2.5,AMD EPYC 7571,amd,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.752,linux,on-demand
m5a.24xlarge,compute,aws-ec2-m5a_24xlarge,aws-ec2,aws,0,M5A 24xlarge,96,384,2.5,AMD EPYC 7571,amd,FALSE,1696.25,60000,1696.25,60000,20 Gigabit,false,20,20,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,4.128,linux,on-demand
m5ad.large,compute,aws-ec2-m5ad_large,aws-ec2,aws,0,M5AD Large,2,8,2.5,AMD EPYC 7571,amd,FALSE,81.25,3600,360,16000,Up to 10 Gigabit,true,0.75,10,1,true,75,1,30000,15000,true,true,false,false,TRUE,,hour,us-east-1,0.103,linux,on-demand
m5ad.xlarge,compute,aws-ec2-m5ad_xlarge,aws-ec2,aws,0,M5AD Extra Large,4,16,2.5,AMD EPYC 7571,amd,FALSE,135.63,6000,360,16000,Up to 10 Gigabit,true,1.25,10,1,true,150,1,59000,29000,true,true,false,false,TRUE,,hour,us-east-1,0.206,linux,on-demand
m5ad.2xlarge,compute,aws-ec2-m5ad_2xlarge,aws-ec2,aws,0,M5AD Double Extra Large,8,32,2.5,AMD EPYC 7571,amd,FALSE,197.5,8333,360,16000,Up to 10 Gigabit,true,2.5,10,1,true,300,1,117000,57000,true,true,false,false,TRUE,,hour,us-east-1,0.412,linux,on-demand
m5ad.4xlarge,compute,aws-ec2-m5ad_4xlarge,aws-ec2,aws,0,M5AD Quadruple Extra Large,16,64,2.5,AMD EPYC 7571,amd,FALSE,360,16000,360,16000,Up to 10 Gigabit,true,5,10,1,true,300,2,234000,114000,true,true,false,false,TRUE,,hour,us-east-1,0.824,linux,on-demand
m5ad.8xlarge,compute,aws-ec2-m5ad_8xlarge,aws-ec2,aws,0,M5AD Eight Extra Large,32,128,2.5,AMD EPYC 7571,amd,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,7.5,10,1,true,600,2,466666,233333,true,true,false,false,TRUE,network speed guessed,hour,us-east-1,1.648,linux,on-demand
m5ad.12xlarge,compute,aws-ec2-m5ad_12xlarge,aws-ec2,aws,0,M5AD 12xlarge,48,192,2.5,AMD EPYC 7571,amd,FALSE,847.5,30000,847.5,30000,10 Gigabit,false,10,10,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,2.472,linux,on-demand
m5ad.16xlarge,compute,aws-ec2-m5ad_16xlarge,aws-ec2,aws,0,M5AD 16xlarge,64,256,2.5,AMD EPYC 7571,amd,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,true,600,4,933333,466666,true,true,false,false,TRUE,,hour,us-east-1,3.296,linux,on-demand
m5ad.24xlarge,compute,aws-ec2-m5ad_24xlarge,aws-ec2,aws,0,M5AD 24xlarge,96,384,2.5,AMD EPYC 7571,amd,FALSE,1696.25,60000,1696.25,60000,20 Gigabit,false,20,20,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,4.944,linux,on-demand
m5d.large,compute,aws-ec2-m5d_large,aws-ec2,aws,0,M5 General Purpose Large,2,8,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,81.25,3600,593.75,18750,Up to 10 Gigabit,true,0.75,10,1,true,75,1,30000,15000,true,true,false,false,TRUE,,hour,us-east-1,0.113,linux,on-demand
m5d.xlarge,compute,aws-ec2-m5d_xlarge,aws-ec2,aws,0,M5 General Purpose Extra Large,4,16,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,143.75,6000,593.75,18750,Up to 10 Gigabit,true,1.25,10,1,true,150,1,59000,29000,true,true,false,false,TRUE,,hour,us-east-1,0.226,linux,on-demand
m5d.2xlarge,compute,aws-ec2-m5d_2xlarge,aws-ec2,aws,0,M5 General Purpose Double Extra Large,8,32,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,287.5,12000,593.75,18750,Up to 10 Gigabit,true,2.5,10,1,true,300,1,117000,57000,true,true,false,false,TRUE,,hour,us-east-1,0.452,linux,on-demand
m5d.4xlarge,compute,aws-ec2-m5d_4xlarge,aws-ec2,aws,0,M5 General Purpose Quadruple Extra Large,16,64,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,593.75,18750,593.75,18750,Up to 10 Gigabit,true,5,10,1,true,300,2,234000,114000,true,true,false,false,TRUE,,hour,us-east-1,0.904,linux,on-demand
m5d.8xlarge,compute,aws-ec2-m5d_8xlarge,aws-ec2,aws,0,M5 General Purpose Eight Extra Large,32,128,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,850,30000,850,30000,10 Gigabit,false,10,10,1,true,600,2,466666,233333,true,true,false,false,TRUE,,hour,us-east-1,1.808,linux,on-demand
m5d.12xlarge,compute,aws-ec2-m5d_12xlarge,aws-ec2,aws,0,M5 General Purpose 12xlarge,48,192,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1187.5,40000,1187.5,40000,10 Gigabit,false,10,10,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,2.712,linux,on-demand
m5d.16xlarge,compute,aws-ec2-m5d_16xlarge,aws-ec2,aws,0,M5 General Purpose 16xlarge,64,256,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,1700,60000,1700,60000,20 Gigabit,false,20,20,1,true,600,4,933333,466666,true,true,false,false,TRUE,,hour,us-east-1,3.616,linux,on-demand
m5d.24xlarge,compute,aws-ec2-m5d_24xlarge,aws-ec2,aws,0,M5 General Purpose 24xlarge,96,384,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,5.424,linux,on-demand
m5d.metal,compute,aws-ec2-m5d_metal,aws-ec2,aws,0,M5 General Purpose Metal,96,384,3.1,Intel Xeon Platinum 8175 (Skylake),intel,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,5.424,linux,on-demand
m5dn.large,compute,aws-ec2-m5dn_large,aws-ec2,aws,0,M5DN Large,2,8,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,81.25,3600,593.75,18750,Up to 25 Gigabit,true,2.1,25,1,true,75,1,30000,15000,true,true,false,false,TRUE,,hour,us-east-1,0.136,linux,on-demand
m5dn.xlarge,compute,aws-ec2-m5dn_xlarge,aws-ec2,aws,0,M5DN Extra Large,4,16,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,143.75,6000,593.75,18750,Up to 25 Gigabit,true,4.1,25,1,true,150,1,59000,29000,true,true,false,false,TRUE,,hour,us-east-1,0.272,linux,on-demand
m5dn.2xlarge,compute,aws-ec2-m5dn_2xlarge,aws-ec2,aws,0,M5DN Double Extra Large,8,32,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,287.5,12000,593.75,18750,Up to 25 Gigabit,true,8.125,25,1,true,300,1,117000,57000,true,true,false,false,TRUE,,hour,us-east-1,0.544,linux,on-demand
m5dn.4xlarge,compute,aws-ec2-m5dn_4xlarge,aws-ec2,aws,0,M5DN Quadruple Extra Large,16,64,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,593.75,18750,593.75,18750,Up to 25 Gigabit,true,16.25,25,1,true,300,2,234000,114000,true,true,false,false,TRUE,,hour,us-east-1,1.088,linux,on-demand
m5dn.8xlarge,compute,aws-ec2-m5dn_8xlarge,aws-ec2,aws,0,M5DN Eight Extra Large,32,128,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,850,30000,850,30000,25 Gigabit,false,25,25,1,true,600,2,466666,233333,true,true,false,false,TRUE,,hour,us-east-1,2.176,linux,on-demand
m5dn.12xlarge,compute,aws-ec2-m5dn_12xlarge,aws-ec2,aws,0,M5DN 12xlarge,48,192,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1187.5,40000,1187.5,40000,50 Gigabit,false,50,50,1,true,900,2,700000,340000,true,true,false,false,TRUE,,hour,us-east-1,3.264,linux,on-demand
m5dn.16xlarge,compute,aws-ec2-m5dn_16xlarge,aws-ec2,aws,0,M5DN 16xlarge,64,256,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1700,60000,1700,60000,75 Gigabit,false,75,75,1,true,600,4,933333,466666,true,true,false,false,TRUE,,hour,us-east-1,4.352,linux,on-demand
m5dn.24xlarge,compute,aws-ec2-m5dn_24xlarge,aws-ec2,aws,0,M5DN 24xlarge,96,384,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,6.528,linux,on-demand
m5dn.metal,compute,aws-ec2-m5dn_metal,aws-ec2,aws,0,M5DN Metal,96,384,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,true,900,4,1400000,680000,true,true,false,false,TRUE,,hour,us-east-1,6.528,linux,on-demand
m5n.large,compute,aws-ec2-m5n_large,aws-ec2,aws,0,M5N Large,2,8,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,81.25,3600,593.75,18750,Up to 25 Gigabit,true,2.1,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.119,linux,on-demand
m5n.xlarge,compute,aws-ec2-m5n_xlarge,aws-ec2,aws,0,M5N Extra Large,4,16,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,143.75,6000,593.75,18750,Up to 25 Gigabit,true,4.1,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.238,linux,on-demand
m5n.2xlarge,compute,aws-ec2-m5n_2xlarge,aws-ec2,aws,0,M5N Double Extra Large,8,32,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,287.5,12000,593.75,18750,Up to 25 Gigabit,true,8.125,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.476,linux,on-demand
m5n.4xlarge,compute,aws-ec2-m5n_4xlarge,aws-ec2,aws,0,M5N Quadruple Extra Large,16,64,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,593.75,18750,593.75,18750,Up to 25 Gigabit,true,16.25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.952,linux,on-demand
m5n.8xlarge,compute,aws-ec2-m5n_8xlarge,aws-ec2,aws,0,M5N Eight Extra Large,32,128,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,850,30000,850,30000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.904,linux,on-demand
m5n.12xlarge,compute,aws-ec2-m5n_12xlarge,aws-ec2,aws,0,M5N 12xlarge,48,192,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1187.5,40000,1187.5,40000,50 Gigabit,false,50,50,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.856,linux,on-demand
m5n.16xlarge,compute,aws-ec2-m5n_16xlarge,aws-ec2,aws,0,M5N 16xlarge,64,256,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,1700,60000,1700,60000,75 Gigabit,false,75,75,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.808,linux,on-demand
m5n.24xlarge,compute,aws-ec2-m5n_24xlarge,aws-ec2,aws,0,M5N 24xlarge,96,384,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,5.712,linux,on-demand
m5n.metal,compute,aws-ec2-m5n_metal,aws-ec2,aws,0,M5N Metal,96,384,3.1,Intel Xeon Platinum 8259 (Cascade Lake),intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,5.712,linux,on-demand
m5zn.large,compute,aws-ec2-m5zn_large,aws-ec2,aws,0,M5ZN Large,2,8,4.5,Intel Xeon Platinum 8252,intel,FALSE,100,3333,396.25,13333,Up to 25 Gigabit,true,3,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.1652,linux,on-demand
m5zn.xlarge,compute,aws-ec2-m5zn_xlarge,aws-ec2,aws,0,M5ZN Extra Large,4,16,4.5,Intel Xeon Platinum 8252,intel,FALSE,195.5,6667,396.25,13333,Up to 25 Gigabit,true,5,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.3303,linux,on-demand
m5zn.2xlarge,compute,aws-ec2-m5zn_2xlarge,aws-ec2,aws,0,M5ZN Double Extra Large,8,32,4.5,Intel Xeon Platinum 8252,intel,FALSE,396.25,13333,396.25,13333,Up to 25 Gigabit,true,10,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.6607,linux,on-demand
m5zn.3xlarge,compute,aws-ec2-m5zn_3xlarge,aws-ec2,aws,0,M5ZN 3xlarge,12,48,4.5,Intel Xeon Platinum 8252,intel,FALSE,593.75,20000,593.75,20000,Up to 25 Gigabit,true,15,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.991,linux,on-demand
m5zn.6xlarge,compute,aws-ec2-m5zn_6xlarge,aws-ec2,aws,0,M5ZN 6xlarge,24,96,4.5,Intel Xeon Platinum 8252,intel,FALSE,1187.5,40000,1187.5,40000,50 Gigabit,false,50,50,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.982,linux,on-demand
m5zn.12xlarge,compute,aws-ec2-m5zn_12xlarge,aws-ec2,aws,0,M5ZN 12xlarge,48,192,4.5,Intel Xeon Platinum 8252,intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.9641,linux,on-demand
m5zn.metal,compute,aws-ec2-m5zn_metal,aws-ec2,aws,0,M5ZN Metal,48,192,4.5,Intel Xeon Platinum 8252,intel,FALSE,2375,80000,2375,80000,100 Gigabit,false,100,100,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,3.9641,linux,on-demand
m6g.medium,compute,aws-ec2-m6g_medium,aws-ec2,aws,0,M6G Medium,1,4,0,AWS Graviton2 Processor,graviton,FALSE,39.375,2500,593.75,20000,Up to 10 Gigabit,true,0.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.0385,linux,on-demand
m6g.large,compute,aws-ec2-m6g_large,aws-ec2,aws,0,M6G Large,2,8,0,AWS Graviton2 Processor,graviton,FALSE,78.75,3600,593.75,20000,Up to 10 Gigabit,true,0.75,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.077,linux,on-demand
m6g.xlarge,compute,aws-ec2-m6g_xlarge,aws-ec2,aws,0,M6G Extra Large,4,16,0,AWS Graviton2 Processor,graviton,FALSE,148.5,6000,593.75,20000,Up to 10 Gigabit,true,1.25,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.154,linux,on-demand
m6g.2xlarge,compute,aws-ec2-m6g_2xlarge,aws-ec2,aws,0,M6G Double Extra Large,8,32,0,AWS Graviton2 Processor,graviton,FALSE,296.875,12000,593.75,20000,Up to 10 Gigabit,true,2.5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.308,linux,on-demand
m6g.4xlarge,compute,aws-ec2-m6g_4xlarge,aws-ec2,aws,0,M6G Quadruple Extra Large,16,64,0,AWS Graviton2 Processor,graviton,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,5,10,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,0.616,linux,on-demand
m6g.8xlarge,compute,aws-ec2-m6g_8xlarge,aws-ec2,aws,0,M6G Eight Extra Large,32,128,0,AWS Graviton2 Processor,graviton,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.232,linux,on-demand
m6g.12xlarge,compute,aws-ec2-m6g_12xlarge,aws-ec2,aws,0,M6G 12xlarge,48,192,0,AWS Graviton2 Processor,graviton,FALSE,1781.25,50000,1781.25,50000,20 Gigabit,false,20,20,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,1.848,linux,on-demand
m6g.16xlarge,compute,aws-ec2-m6g_16xlarge,aws-ec2,aws,0,M6G 16xlarge,64,256,0,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.464,linux,on-demand
m6g.metal,compute,aws-ec2-m6g_metal,aws-ec2,aws,0,M6G Metal,64,256,0,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,false,0,0,0,0,false,false,false,false,TRUE,,hour,us-east-1,2.464,linux,on-demand
m6gd.medium,compute,aws-ec2-m6gd_medium,aws-ec2,aws,0,M6GD Medium,1,4,2.5,AWS Graviton2 Processor,graviton,FALSE,39.375,2500,593.75,20000,Up to 10 Gigabit,true,0.5,10,1,true,59,1,13438,5625,true,true,false,false,TRUE,,hour,us-east-1,0.0452,linux,on-demand
m6gd.large,compute,aws-ec2-m6gd_large,aws-ec2,aws,0,M6GD Large,2,8,2.5,AWS Graviton2 Processor,graviton,FALSE,78.75,3600,593.75,20000,Up to 10 Gigabit,true,0.75,10,1,true,118,1,26875,11250,true,true,false,false,TRUE,,hour,us-east-1,0.0904,linux,on-demand
m6gd.xlarge,compute,aws-ec2-m6gd_xlarge,aws-ec2,aws,0,M6GD Extra Large,4,16,2.5,AWS Graviton2 Processor,graviton,FALSE,148.5,6000,593.75,20000,Up to 10 Gigabit,true,1.25,10,1,true,237,1,53750,22500,true,true,false,false,TRUE,,hour,us-east-1,0.1808,linux,on-demand
m6gd.2xlarge,compute,aws-ec2-m6gd_2xlarge,aws-ec2,aws,0,M6GD Double Extra Large,8,32,2.5,AWS Graviton2 Processor,graviton,FALSE,296.875,12000,593.75,20000,Up to 10 Gigabit,true,2.5,10,1,true,474,1,107500,45000,true,true,false,false,TRUE,,hour,us-east-1,0.3616,linux,on-demand
m6gd.4xlarge,compute,aws-ec2-m6gd_4xlarge,aws-ec2,aws,0,M6GD Quadruple Extra Large,16,64,2.5,AWS Graviton2 Processor,graviton,FALSE,593.75,20000,593.75,20000,Up to 10 Gigabit,true,5,10,1,true,950,1,215000,90000,true,true,false,false,TRUE,,hour,us-east-1,0.7232,linux,on-demand
m6gd.8xlarge,compute,aws-ec2-m6gd_8xlarge,aws-ec2,aws,0,M6GD Eight Extra Large,32,128,2.5,AWS Graviton2 Processor,graviton,FALSE,1187.5,40000,1187.5,40000,12 Gigabit,false,12,12,1,true,1900,1,430000,180000,true,true,false,false,TRUE,,hour,us-east-1,1.4464,linux,on-demand
m6gd.12xlarge,compute,aws-ec2-m6gd_12xlarge,aws-ec2,aws,0,M6GD 12xlarge,48,192,2.5,AWS Graviton2 Processor,graviton,FALSE,1781.25,50000,1781.25,50000,20 Gigabit,false,20,20,1,true,1425,2,645000,270000,true,true,false,false,TRUE,,hour,us-east-1,2.1696,linux,on-demand
m6gd.16xlarge,compute,aws-ec2-m6gd_16xlarge,aws-ec2,aws,0,M6GD 16xlarge,64,256,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,1900,2,860000,360000,true,true,false,false,TRUE,,hour,us-east-1,2.8928,linux,on-demand
m6gd.metal,compute,aws-ec2-m6gd_metal,aws-ec2,aws,0,M6GD Metal,64,256,2.5,AWS Graviton2 Processor,graviton,FALSE,2375,80000,2375,80000,25 Gigabit,false,25,25,1,true,1900,2,860000,360000,true,true,false,false,TRUE,,hour,us-east-1,2.8928,linux,on-demand
t1.micro,compute,aws-ec2-t1_micro,aws-ec2,aws,0,T1 Micro,1,0.613,0,Variable,intel,TRUE,,,,,Very Low,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.02,linux,on-demand
t2.nano,compute,aws-ec2-t2_nano,aws-ec2,aws,0,T2 Nano,1,0.5,3.3,Intel Xeon Family,intel,FALSE,,,,,Low to Moderate,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.0058,linux,on-demand
t2.micro,compute,aws-ec2-t2_micro,aws-ec2,aws,0,T2 Micro,1,1,3.3,Intel Xeon Family,intel,FALSE,,,,,Low to Moderate,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.0116,linux,on-demand
t2.small,compute,aws-ec2-t2_small,aws-ec2,aws,0,T2 Small,1,2,3.3,Intel Xeon Family,intel,FALSE,,,,,Low to Moderate,false,0,0,1,false,0,0,0,0,false,false,false,false,FALSE,,hour,us-east-1,0.023,linux,on-demand
